overall_accuracy,easy_accuracy,medium_accuracy,hard_accuracy,avg_time_taken,avg_quality_score,total_hints_used,hard_questions_attempted,label
0.8879354669422496,0.9553321742819392,0.9798279483354538,0.8429995125104989,15.783445543691679,0.8719661033745721,0.3284399245566971,1,Expert
0.6627440890918435,0.9476141490914785,0.5473352866149219,0.4020220773909052,22.52386966875574,0.6941488135817451,0.03679348126829873,1,Advanced
0.5642202082486557,0.7704073025333142,0.11187244032863086,0.11840154594378231,54.594396142468526,0.36638184363060794,4.8744979005656655,3,Beginner
0.678790939814699,0.8093866354529015,0.3957243638588096,0.1674284580385529,38.32813015664258,0.4257877354211432,2.053953505995324,3,Intermediate
0.4069636506155842,0.5803370023968409,0.0,0.12426375932547876,35.92498930786903,0.21991496424396678,1.395371383065465,3,Beginner
0.845048571631319,0.9936148356872299,0.9465391188044432,0.8076762830584171,30.526163803635313,0.9158779048058585,0.4983318686542657,2,Expert
0.47414970126293077,0.9116235396553313,0.20093503045820355,0.0,31.63119918979146,0.7324835849193689,1.0642699118332604,3,Intermediate
0.8575669136656107,1.0,1.0,0.6523585164282645,16.45429583393446,0.9110900219315561,0.0,2,Expert
0.3429574885590756,0.7241193540315664,0.7072044366425879,0.13003752409888483,21.69436430074353,0.5344190546687645,0.9775875685689768,1,Intermediate
0.8583730780607375,0.9021303636962803,0.8028892887780694,0.251315748764766,23.187801736945207,0.8204307342748951,0.19552905060469866,2,Advanced
0.5415394247345934,0.9431763144060823,0.9737255579928885,0.801443240013451,28.553762106700965,0.9554406796610697,0.4699412419302786,1,Advanced
0.20935913688862207,0.5222580236450588,0.47668426499150823,0.10100270487181569,34.516043571318804,0.14794239503394016,3.0491731393143913,3,Beginner
0.2607694125424923,0.47666249740645195,0.280345928774679,0.11755081523882562,45.17139083340989,0.49934408856554835,4.28519097384979,3,Beginner
0.7311131150695523,0.9903548557827481,0.8881068198831364,0.7064333159270082,16.59376292835855,0.8490762481534634,1.7925078956380083,1,Advanced
0.1277405773518558,0.5511452834889407,0.2009041854617464,0.03815420763617967,36.547928618623956,0.2335481770137799,2.940440576479533,1,Beginner
0.421226563388668,0.8305448480876467,0.4674017201854455,0.020004424812069172,50.59578477651267,0.2064598966112681,3.035032974171833,3,Beginner
0.4718444648367827,0.8721375253976228,0.609275971422323,0.2484624886906851,31.206501536378155,0.3347567255638607,2.1658330978067157,1,Intermediate
0.7695282098489704,0.8644765975213362,0.7347859607235891,0.7065279827239657,11.645431496401276,0.4610931390837654,0.5226208298313024,1,Advanced
0.8036817456597868,1.0,0.7852788534662336,0.47855749393106045,32.436070000996835,0.9174399201837554,1.1824774911038944,3,Advanced
0.47564284203831864,0.758229102549974,0.37174167181025963,0.35963142332870135,43.263340411746654,0.6464998054967195,1.5393130660242964,3,Intermediate
0.4702495993289684,0.7454737218601526,0.4648416785120948,0.10687679214791172,44.43439122383497,0.6463976075441078,1.3448697104675995,4,Intermediate
0.7193286982223276,0.982207416857599,0.7119111838227766,0.5573260520233845,22.72532372392663,0.7801449992537057,0.582672425504522,4,Advanced
0.8301795909900448,0.9011807396116871,0.7738119866543391,0.4468495149103907,28.58103612659216,0.46570752717392006,1.1236368704506208,1,Advanced
0.5412138011219415,0.8881271390080976,0.42762600280233515,0.05543372191484172,50.195654686032384,0.7058513514299778,0.5088936844126496,3,Intermediate
0.2746320699529551,0.646717925145516,0.18970111298061929,0.06952835111826818,49.09806034278184,0.1290856498362638,2.2781383142018816,2,Beginner
0.11267011251594461,0.5607657148400397,0.2584745037989849,0.0,44.48287702448051,0.30806288444857527,0.0,1,Beginner
0.8719963294777054,0.9260917537741923,0.7941387697119188,0.8444814872123163,22.226617912063315,0.868661986160815,0.5273315598951921,3,Advanced
0.688956286307866,0.8315887067882836,0.35931262601313957,0.03759397665697767,39.735193056446484,0.7766174620091404,1.8937249993143976,3,Intermediate
0.6044794757736351,0.9732863743309009,0.5167605745002847,0.34934522091767484,26.71861350617665,0.27716912607165894,1.6411690188326402,4,Intermediate
0.6409797060673809,0.888930539110441,0.5823548070828929,0.1937120433136507,40.172653911195816,0.5344081492238689,1.5590933330250174,4,Intermediate
0.6594582875172135,0.7778005460263289,0.5836434099125387,0.009057135689040152,27.266530821407404,0.3985629953954577,2.398555280142616,4,Intermediate
0.5778048730453399,0.990967046008722,0.6696415330542227,0.768794281182636,43.20632597205721,0.6902095760841387,0.8072808482927294,1,Advanced
0.7420153635894261,0.9469842873443123,1.0,0.30609898259454343,27.2896993566439,0.7939809290961364,0.49889959687156266,2,Advanced
0.6170108977559419,0.9863893075155095,0.7936449603604367,0.7091122622026458,17.922612205200632,0.5277270327178807,0.4761817981218473,3,Advanced
0.5363975202592232,0.8449371886943009,0.6559798769346742,0.18878466176529085,21.317517720186103,0.4787895993761933,1.5675554840808246,1,Intermediate
0.47596245954942673,0.9486174047890712,0.6307746780461624,0.19819551201515803,31.220760310914255,0.8640001638097055,0.6829913492579206,4,Intermediate
0.5252265089907353,0.9524756733750772,0.48725974144542866,0.11394954637123718,48.96194977167768,0.45406968815426785,2.604495025205568,3,Intermediate
0.2434765213142528,0.8003676504480349,0.22129840199574097,0.16230571136532457,38.36196432161724,0.5182568364406067,3.1972287252081784,1,Beginner
0.5837407798772176,0.7802442793403692,0.42010901742515716,0.0,38.48879813440187,0.44681186791229627,0.0,3,Intermediate
0.7772001106883188,0.9185840007305793,0.7665960271638682,0.579444564655391,21.51227318798698,0.747127150692243,1.6149099192136978,4,Advanced
0.9322595592409769,0.9919717897594262,0.9726976229613673,1.0,16.949712499014286,1.0,0.0,2,Expert
0.3546695848281752,0.47324320080462734,0.08744517589629092,0.0775683923800286,50.689200515477445,0.4930996667407598,4.649969475513125,4,Beginner
0.9125028288626349,1.0,0.8500832919901695,0.7690714416859582,15.867320923014901,0.8388949213275222,0.0,4,Expert
0.435935655137711,0.8320059912116694,0.6174722989834802,0.04875366705886072,26.59899164424933,0.4478925749602202,0.07118456577372179,1,Intermediate
0.8312619386069044,1.0,1.0,0.8079124340535447,6.046757547602665,0.8708203435199927,0.1583217630821705,3,Expert
0.7288149210755887,0.8858956440651471,0.5569087207865674,0.39922349313436956,55.18860302408118,0.6700353054313437,0.5584623977701989,1,Intermediate
0.837121206762189,0.7442613255336721,0.26532782501503355,0.392988519693085,25.07829073528312,0.49689404538406495,0.9140817895484151,2,Intermediate
0.2029273083479302,0.4083093638520571,0.2758881876583179,0.1763273005128348,47.39987420360158,0.2822042510835176,3.4287392094038145,1,Beginner
0.32712187309938084,0.7756870640200979,0.362630348309689,0.19565169261174414,55.961620367079675,0.06419396165201391,2.899570240652699,3,Beginner
0.46191666115893437,0.6725973440927291,0.21087573123931252,0.0,56.53854312055692,0.48325929993263894,3.96683761797597,4,Beginner
0.7574981217989837,1.0,0.897451545522152,0.322246799627235,31.784028752966336,0.7968362841198883,0.0,1,Advanced
0.9689249041833283,1.0,1.0,0.9007866944592033,18.281204635124073,0.8967775131413859,0.0,3,Expert
0.49361617009365133,0.8333224265998014,0.6624648330487185,0.2587244056022161,30.276350344435468,0.2571392269822753,1.6138751941420122,1,Intermediate
0.5089946815257956,0.5933345748443468,0.4435845643481761,0.08287860615207003,56.73838238572739,0.16486545070431372,3.785926431289006,1,Beginner
0.7877683723195074,1.0,0.852504532177625,0.5659944832500785,19.906840746228575,0.8532960491750375,0.35145673162761026,3,Expert
0.5379642799067911,0.8385677831995252,0.5660657545014208,0.32719381151955496,51.53283483529693,0.4996624633243764,2.3153160721716333,2,Intermediate
0.9267374123439366,0.959729369876014,0.921176146022355,0.8658623373844792,25.26076455447196,0.8188665793692622,0.10532529166215254,1,Expert
0.795244494054427,0.9496172879503215,0.781862547814366,0.8726956136330912,8.787965509012446,0.9040068620670854,0.140972355247424,1,Expert
0.8856834922578761,0.9621527481280661,0.7721703904155667,0.6172230944834133,30.06947926243177,0.8583551038789379,0.16596320890700972,4,Expert
0.6311174626968309,0.7468797931560415,0.5513759872273194,0.18256000320344515,57.105807902819166,0.788674405551886,0.0,1,Intermediate
0.7142541558284276,0.8555939350132401,0.624418106213318,0.2549499400475066,31.540574502472175,0.5607473478387015,3.734386246197682,1,Intermediate
0.17987789958085162,0.42193943604384443,0.19551090286467915,0.02963134641871759,22.39011528340429,0.15222629515337605,1.7087374822146448,4,Beginner
0.15954820390421098,0.603769306682405,0.21700963071004967,0.07732069484294424,44.80591847844618,0.08196010801025536,1.1064160517142518,3,Beginner
0.43390360780338655,0.9079027472918837,0.275794049865559,0.02301398703451952,42.86995178388718,0.39228851504528417,0.4039925917391729,1,Beginner
0.2629530173590429,0.5057272904794815,0.3661742055798057,0.046916939052527,71.09472062896518,0.22766512819456183,4.4990044987117335,4,Beginner
0.8478361770424977,1.0,0.8510752895297753,0.7163767112653586,22.199122914535952,0.7909117734708098,0.06715572711787979,3,Expert
0.5071460821832632,0.3596610688411612,0.06225291788407908,0.0,33.08795564961864,0.365945490902549,3.786281764219156,1,Beginner
0.5020335932452283,1.0,0.6652905648244554,0.11642442094203508,50.65416436538661,0.38892262692483204,2.5090998037340055,4,Intermediate
0.47286597164311317,0.904712230543934,0.4287054295191167,0.1086864614532011,48.52331771854759,0.6461986536050304,0.7936244978842074,1,Intermediate
0.5664247984827262,0.8987883342019566,0.6290047063156865,0.2850756060529541,11.808931748712673,0.2958474608138796,3.473521436813671,2,Intermediate
0.46455350005804447,0.9064917281272912,0.6535137122763094,0.0,23.226807590381426,0.3915146471088741,1.1426949397331843,1,Intermediate
0.3954611124150073,0.4147780369632782,0.4663457186779366,0.009940420499446712,20.173569852222244,0.14324344356205465,1.4684322589825172,3,Beginner
0.9399120752875957,1.0,0.9027658512446023,0.6157941775670627,22.51913125507714,0.9290476552620066,0.36820732092707764,2,Expert
0.37361313159883486,0.7230792713126128,0.1909388241663142,0.09169338045856901,41.01241812126931,0.28236867490078044,4.24427856303611,4,Beginner
0.21123828076816004,0.5559331619771805,0.08918004678597113,0.10715171861045271,74.95944796121991,0.1235077920856047,1.7438048938722108,4,Beginner
0.670220076345929,0.9926984767226469,0.5628057072403883,0.0,12.870554585989701,0.5382623065801637,0.90802119227002,2,Intermediate
0.3470843139475021,0.6546801733549894,0.3334112910734726,0.06418090935590846,49.3684712527107,0.5210417088379643,4.83905086486602,4,Beginner
0.4807060996052951,0.7991529198401537,0.23962930979107908,0.1582868711655518,46.38189987651164,0.17439026642588068,2.1083994717018975,4,Beginner
0.9363349499045269,1.0,0.9617862034283678,1.0,25.208630721901248,0.735539989938539,0.8833308035163523,3,Expert
0.7241307020758143,0.9517353033571061,0.7371864029023816,0.437641474606682,42.1142279893249,0.5994918568643754,0.0,3,Advanced
0.8848787431283464,1.0,0.8817899757316341,0.6999874563125248,7.2368378931384765,0.8342623111058303,0.45323852588059976,2,Expert
0.4793412026894218,0.4170186382737717,0.12538451775919965,0.06167506353158193,44.74443165993805,0.34246028820149843,4.62677274139495,1,Beginner
0.6967622150700767,0.9040009944463151,0.9172356980514456,0.25308039959762574,22.474259620087977,0.7323227725145359,0.14789824109687189,2,Advanced
0.3657269391255373,0.6548211708964251,0.7268280519051302,0.11810284598758312,34.39103205072804,0.4453496805413787,2.457251194373488,4,Beginner
0.5077984744467381,0.9275752300449909,0.18720785759564285,0.39147063241713936,52.62516493585498,0.5044750680689958,2.0587710347377586,3,Intermediate
0.8821489043138098,1.0,0.9798353783057506,0.740011595454809,16.67272115919136,0.9063454185556348,0.0,3,Expert
0.865466359978002,0.9720909957208205,0.9691575893843555,0.921742728775382,25.322147093172358,0.8971887911115833,0.1395871903987717,4,Expert
0.23415785662294836,0.608022244023285,0.0,0.09914163506856512,56.307826049005236,0.2623346117944631,0.0,3,Beginner
0.8901905410100396,0.9434837511418851,0.679861772648853,0.5505920901287581,17.842361153236787,0.8747281569752893,0.28996013041279295,2,Expert
0.7384327157520549,0.9594820249511193,0.673054848256295,0.7334702953684086,13.598152728513215,0.6681465887456385,0.5683152825962696,2,Advanced
0.5855239692451141,1.0,0.5628998597507824,0.0,33.872174806584546,0.9109256199662459,2.3663662349850396,3,Intermediate
0.7829040327018243,0.9221225372799792,0.7692698751320958,0.0730846795734004,37.83589138433841,0.3585260113445916,1.2722344544186572,1,Intermediate
0.5010937819201683,0.5857552034110992,0.2001747205241492,0.2663188085823509,50.91356474163046,0.19207776810321786,1.9586043566278968,2,Beginner
0.7142163272518156,0.8743398916400539,0.42671623426854405,0.436306497415331,34.2677917876591,0.5189247794646462,1.1603949743934314,1,Intermediate
1.0,1.0,0.8158142875919975,0.7506144637510536,10.201740729210774,0.8483305284333782,0.0,2,Expert
0.6566059547353736,0.924477957554636,0.6571313196664028,0.6590141913363062,17.23248846393679,0.851224150585952,0.21955975616099216,2,Advanced
0.39960336851858047,0.8753204510295349,0.6842827603339271,0.24099818848053114,61.86597999697309,0.7144681178705627,1.1924722352829844,2,Intermediate
0.9428105555514564,1.0,0.8838047728389826,0.9437859653642778,11.928121088055203,0.9422347376022034,0.0,1,Expert
0.1411396413166621,0.6026001943726961,0.23172921639199995,0.012525944168043375,75.16389168600772,0.38234743111153663,4.089147542169502,4,Beginner
0.12430418864311307,0.5523140177057306,0.11994921155148605,0.05953806889019137,36.428261712048936,0.27507632370754015,5.823262320306075,1,Beginner
0.49625603058682477,1.0,0.6028693745783071,0.2508491765712239,30.5635910574947,0.41054424985448335,0.0,4,Intermediate
0.2854804907716373,0.681389169493794,0.10665622488979032,0.0850009798895896,26.37366706682411,0.26938971233417264,3.164471631861013,1,Beginner
0.5274636812902017,0.8954670012815357,0.7109036527491707,0.513349911789084,15.546173206401848,0.6583857615541069,0.0,2,Advanced
0.2736061660277317,0.6811697416206797,0.36443897235054046,0.0858479491148963,19.716040239227876,0.38070516598923765,1.4485379224884016,3,Beginner
0.6975817093744997,0.9382310003593505,0.7827712824034203,0.31855550759547974,37.659336265568186,0.826002196531055,0.286025497088945,4,Advanced
0.8110130503797109,0.9478274682745537,0.8199738612737874,0.5642855463971971,13.454143855736751,0.6126860373741537,0.0,1,Advanced
0.8300750504199769,1.0,1.0,0.8028623192338133,14.706652700184046,0.8979472364354221,0.0,2,Expert
1.0,0.9895454176591931,0.9507543550095727,0.5451709158797342,30.160848979334965,0.8418234696844108,0.4151600949719503,4,Expert
0.9222931388942075,0.9644238930926519,0.9733067516592988,0.7765581945559219,20.248074043894498,0.8682920220927624,0.02470335382349166,2,Expert
0.949492850756783,0.9518460039562475,0.793622504224446,0.7299166782732807,16.594777566881145,0.7636284901713517,0.0,3,Expert
0.4943439470378279,0.8965496774166279,0.39836966232155246,0.42567600778838405,27.06717085031432,0.5751628148933698,2.5659776297431343,1,Intermediate
0.8874907711467968,0.9298463069496927,0.7741323950404903,0.692893731180033,6.895542956416879,0.95602423714952,2.2108702116284586,1,Advanced
0.6448908910491069,0.8702612921620719,0.18823758734730262,0.02091333677545609,27.76194004217559,0.013780438016209984,2.824679720387214,2,Beginner
0.8840319372799053,0.9774299548759955,0.896490648202113,0.5904374520890218,19.71450788737206,0.868061353185601,0.2647571482699098,4,Expert
0.7263750367376312,0.90276860334042,0.9190273207640715,0.5768312864038565,20.519372658577517,0.7374591656442372,0.44132423494862544,2,Advanced
0.8332847244339016,0.9826497212541536,0.9583299374370469,0.9926000075151526,17.69551901246393,0.9243251869156697,0.0,4,Expert
0.2444429087158992,0.7010691590501636,0.3790794561942168,0.17470529982392685,31.858351136580637,0.26603181231837925,4.120908076715183,4,Beginner
0.4525622876162674,0.47996824550972245,0.344928687191096,0.04914890587054455,24.35418751383078,0.25257034431282177,3.5480456130956513,4,Beginner
0.7417408538254839,0.9702620045653215,0.7430610524687515,0.34776089694933904,35.264256805472186,0.7664995017377353,0.8432580195813177,3,Advanced
0.37843383338551395,0.587482682516011,0.18400184432054367,0.0,26.290237954587468,0.468126097710475,2.0030609999053035,4,Beginner
0.5134093394873006,0.7809670420822223,0.6402843472909663,0.09818177392367328,47.13992496447976,0.46314188395067013,0.8503962904051692,4,Intermediate
1.0,1.0,0.990702796900957,0.721828397193859,15.59745621471142,0.9905861956717172,0.0,4,Expert
0.7713426961861518,0.9759672012299369,0.860099360990427,0.664035975726738,25.76046872166083,0.7829117777488687,0.19029378233144767,1,Expert
0.9865440213827659,1.0,0.8839234538783907,0.8091026174240986,3.087183742782848,0.8879274406817543,0.0,3,Expert
0.6624852360303578,0.7715857706529591,0.82393140203602,0.029934346187040745,50.94174572950077,0.4015270839771914,3.5132464547946003,3,Intermediate
0.867348125174773,0.976045788016901,0.8800166988675202,0.7692782259507014,9.875466704756109,1.0,0.24798497001823758,4,Expert
0.4950301837998247,0.9268965871573746,0.6728656253368208,0.11973692699349321,30.162047876839413,0.581169625732706,0.6724157592653386,1,Intermediate
0.29191638421127886,0.9364380468604477,0.24971202202354809,0.08264289415050136,69.25311597747911,0.3196540674290129,1.4964840289637982,2,Beginner
0.7571294613497437,0.891412082405836,0.7279993670346657,0.4604663926548652,27.523458313414473,0.6626000686200726,0.0,4,Advanced
0.8368581937733912,0.9320995347054488,0.8344856851572261,0.5278626040142909,3.0,0.6112231260631942,0.4644073680235029,2,Advanced
0.2152451541071444,0.7150300939993591,0.06629428335241894,0.142715966590152,87.86157634709798,0.35496767198573254,3.874662203486615,4,Beginner
0.9419761211954251,0.9785457721455135,0.9764027197928002,0.4434437502177481,11.976433612534077,0.8140886764238999,0.12349620752167935,4,Expert
0.5943229671639886,0.8006778154494089,0.8403071775293665,0.2020063719073794,50.49234866220962,0.5392130619094953,2.326407309893258,4,Intermediate
0.41078997850283044,0.40322952513341825,0.3506842017420548,0.0,36.345054429337,0.3470728530160683,2.262378870404798,1,Beginner
0.8081599989795547,1.0,0.94191907782984,0.7460242131030316,18.08898642304929,0.6891166822108745,0.042831305662899624,3,Expert
0.6632409062736726,0.9535248114510582,0.725478589423115,0.3299119095883821,8.772326697334751,0.6769671175753643,0.8968794617086063,3,Advanced
0.7674819327020806,0.8321256270506341,1.0,0.4734881035637796,30.806226194469854,0.5546278390159171,0.1702998171255249,3,Advanced
0.3894947568048528,0.914501668931506,0.8581817641931166,0.21176751961668672,34.26001616952151,0.5463503534128551,3.532337024710338,4,Intermediate
0.39116940383183335,0.6959645624151589,0.5331754149834125,0.43417797997647234,32.75890238234777,0.6960499330106024,1.8519307708186574,3,Intermediate
0.9732081414232489,0.9990944542856244,0.8416484666477785,0.5776986515439064,16.16000643177774,0.8194376347319627,0.1615693275108934,1,Expert
0.8893826363834699,1.0,0.8396042048639766,0.5866269517007229,21.266812635533096,0.7920263433592953,0.0,3,Expert
0.621685219739634,0.8749789798889746,0.7765994746814697,0.3932733433423281,36.07159285443295,0.75516919839203,0.6857223760545882,1,Advanced
0.6903124130884206,0.7330323998975581,0.6632292838711065,0.1558146868007583,4.806857650726808,0.1807745687021282,0.48188238848131437,1,Intermediate
1.0,0.9650562371426011,0.9927633380756862,0.717021166134552,28.680100364945186,0.6012965074043185,1.2418275275727644,4,Advanced
